text,label,text_clean
"I shall book chez jules for half eight, if that's ok with you?",ham,"i shall book chez jules for half eight, if that's ok with you?"
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham,"no, its true..k,do u knw dis no. &lt;#&gt; ?"
"Yeah sure, give me a couple minutes to track down my wallet",ham,"yeah sure, give me a couple minutes to track down my wallet"
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham,hi ....my engagement has been fixd on &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
Sent me ur email id soon,ham,sent me ur email id soon
"Its ok chikku, and its my 1 of favourite song..:-)",ham,"its ok chikku, and its my 1 of favourite song..:-)"
You got job in wipro:)you will get every thing in life in 2 or 3 years.,ham,you got job in wipro:)you will get every thing in life in 2 or 3 years.
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam,you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham,"can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand."
We r outside already.,ham,we r outside already.
Oh is it? Send me the address,ham,oh is it? send me the address
You could have seen me..i did't recognise you Face.:),ham,you could have seen me..i did't recognise you face.:)
Thank you. I like you as well...,ham,thank you. i like you as well...
If you r @ home then come down within 5 min,ham,if you r @ home then come down within 5 min
Good Morning plz call me sir,ham,good morning plz call me sir
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham,sorry sent blank msg again. yup but trying 2 do some serious studying now.
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ham,"ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online, you arrange shipping and you get a cut. or u????? for a partnership where u????? invest money for shipping and he takes care of the rest!u??wud b self reliant soon dnt worry"
"Dizzamn, aight I'll ask my suitemates when I get back",ham,"dizzamn, aight i'll ask my suitemates when i get back"
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham,hi princess! thank you for the pics. you are very pretty. how are you?
U buy newspapers already?,ham,u buy newspapers already?
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam,had your mobile 11 months or more? u r entitled to update to the latest colour mobiles with camera for free! call the mobile update co free on 08002986030
"Coffee cake, i guess...",ham,"coffee cake, i guess..."
"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready...",ham,"oh... i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... okie lor, u call me when ready..."
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,ham,yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. till 2! but we won't go there! not doing too badly cheers. you?
Ya very nice. . .be ready on thursday,ham,ya very nice. . .be ready on thursday
Lol alright i was thinkin that too haha,ham,lol alright i was thinkin that too haha
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam,private! your 2004 account statement for 078498****7 shows 786 unredeemed bonus points. to claim call 08719180219 identifier code: 45239 expires 06.05.05
Aiyah ok wat as long as got improve can already wat...,ham,aiyah ok wat as long as got improve can already wat...
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..
"Okay, good, no problem, and thanx!",ham,"okay, good, no problem, and thanx!"
I cant pick the phone right now. Pls send a message,ham,i cant pick the phone right now. pls send a message
Not getting anywhere with this damn job hunting over here!,ham,not getting anywhere with this damn job hunting over here!
how tall are you princess?,ham,how tall are you princess?
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",ham,"yeah, in fact he just asked if we needed anything like an hour ago. when and how much?"
See you there! ,ham,see you there!
"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",spam,"today's offer! claim ur å£150 worth of discount vouchers! text yes to 85023 now! savamob, member offers mobile! t cs 08717898035. å£3.00 sub. 16 . unsub reply x"
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,ham,bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.
"Sorry, I'll call later",ham,"sorry, i'll call later"
Oh is it! Which brand?,ham,oh is it! which brand?
U in town alone?,ham,u in town alone?
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,"science tells that chocolate will melt under the sunlight. please don't walk under the sunlight. bcoz,i don't want to loss a sweet friend."
Fine. Do you remember me.,ham,fine. do you remember me.
Gudnite....tc...practice going on,ham,gudnite....tc...practice going on
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham,wow so healthy. old airport rd lor. cant thk of anything else. but i'll b bathing my dog later.
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,think you sent the text to the home phone. that cant display texts. if you still want to send it his number is
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",ham,"aiyo... u always c our ex one... i dunno abt mei, she haven reply... first time u reply so fast... y so lucky not workin huh, got bao by ur sugardad ah...gee.."
"\Life is nothing wen v get everything\"". But \""life is everything wen v miss something \"". Real value of people wil be realized only in their absence.... gud mrng""",ham,"\life is nothing wen v get everything\"". but \""life is everything wen v miss something \"". real value of people wil be realized only in their absence.... gud mrng"""
I am not at all happy with what you saying or doing,ham,i am not at all happy with what you saying or doing
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,"sorry vikky, i'm watching olave mandara movie kano in trishul theatre wit my frnds.."
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham,you give us back my id proof and &lt;#&gt; rs. we wont allow you to work. we will come to your home within days
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,ham,i.ll give her once i have it. plus she said grinule greet you whenever we speak
"Fuuuuck I need to stop sleepin, sup",ham,"fuuuuck i need to stop sleepin, sup"
Chk in ur belovd ms dict,ham,chk in ur belovd ms dict
Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,ham,sorry i now then c ur msg... yar lor so poor thing... but only 4 one night... tmr u'll have a brand new room 2 sleep in...
Still chance there. If you search hard you will get it..let have a try :),ham,still chance there. if you search hard you will get it..let have a try :)
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,ham,how's it feel? mr. your not my real valentine just my yo valentine even tho u hardly play!!
You still around? Looking to pick up later,ham,you still around? looking to pick up later
Have a good evening! Ttyl,ham,have a good evening! ttyl
Yup... Ok i go home look at the timings then i msg Ì_ again... Xuhui going to learn on 2nd may too but her lesson is at 8am,ham,yup... ok i go home look at the timings then i msg ì_ again... xuhui going to learn on 2nd may too but her lesson is at 8am
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm
Nobody names their penis a girls name this story doesn't add up at all,ham,nobody names their penis a girls name this story doesn't add up at all
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,"sad story of a man - last week was my b'day. my wife did'nt wish me. my parents forgot n so did my kids . i went to work. even my colleagues did not wish. as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there. she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife, my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
"Sorry, I can't help you on this.",ham,"sorry, i can't help you on this."
ÌÏ dun wan to watch infernal affair?,ham,ìï dun wan to watch infernal affair?
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,ham,i know i'm lacking on most of this particular dramastorm's details but for the most part i'm not worried about that
I am not having her number sir,ham,i am not having her number sir
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08719899230 identifier code: 41685 expires 07/11/04
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,ham,yeah do! donû÷t stand to close tho- youû÷ll catch something!
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham,"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-).."
ÌÏ wait 4 me in sch i finish ard 5..,ham,ìï wait 4 me in sch i finish ard 5..
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,"ok thats cool. its , just off either raglan rd or edward rd. behind the cricket ground. gimme ring when ur closeby see you tuesday."
Yes... I trust u to buy new stuff ASAP so I can try it out,ham,yes... i trust u to buy new stuff asap so i can try it out
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,ham,book which lesson? then you msg me... i will call up after work or sth... i'm going to get specs. my membership is px3748
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",ham,"a famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'married'"
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,"u can win å£100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www.idew.com skillgame, 1winaweek, age16. 150ppermesssubscription"
LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,ham,look at the fuckin time. what the fuck you think is up
I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,ham,i walked an hour 2 c u! doesnåõt that show i care y wont u believe im serious?
Your dad is back in ph?,ham,your dad is back in ph?
Mm umma ask vava also to come tell him can play later together,ham,mm umma ask vava also to come tell him can play later together
"Playin space poker, u?",ham,"playin space poker, u?"
There is no sense in my foot and penis.,ham,there is no sense in my foot and penis.
Is ur paper in e morn or aft tmr?,ham,is ur paper in e morn or aft tmr?
I cant pick the phone right now. Pls send a message,ham,i cant pick the phone right now. pls send a message
Dear we got  &lt;#&gt;  dollars hi hi,ham,dear we got &lt;#&gt; dollars hi hi
Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,ham,hey you gave them your photo when you registered for driving ah? tmr wanna meet at yck?
Are you wet right now?,ham,are you wet right now?
Haha okay... Today weekend leh... ,ham,haha okay... today weekend leh...
"That's fine, I'll bitch at you about it later then",ham,"that's fine, i'll bitch at you about it later then"
So what u doing today?,ham,so what u doing today?
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ham,get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.
The hair cream has not been shipped.,ham,the hair cream has not been shipped.
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,"sorry man, my stash ran dry last night and i can't pick up more until sunday"
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham,hi darlin i finish at 3 do u 1 2 pick me up or meet me? text back on this number luv kate xxx
It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),ham,it's ì© only $140 ard...ìä rest all ard $180 at least...which is ì© price 4 ì© 2 bedrm ($900)
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham,"what do u reckon as need 2 arrange transport if u can't do it, thanks"
Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),ham,thats cool! sometimes slow and gentle. sonetimes rough and hard :)
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,"you are guaranteed the latest nokia phone, a 40gb ipod mp3 player or a å£500 prize! txt word: collect to no: 83355! ibhltd ldnw15h 150p/mtmsgrcvd18"
Love you aathi..love u lot..,ham,love you aathi..love u lot..
Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,do you want a new video phone? 600 anytime any network mins 400 inclusive video calls and downloads 5 per week free deltomorrow call 08002888812 or reply now
"Probably not, still going over some stuff here",ham,"probably not, still going over some stuff here"
I told your number to gautham..,ham,i told your number to gautham..
If you are not coughing then its nothing,ham,if you are not coughing then its nothing
Yep get with the program. You're slacking.,ham,yep get with the program. you're slacking.
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham,where are you ? what do you do ? how can you stand to be away from me ? doesn't your heart ache without me ? don't you wonder of me ? don't you crave me ?
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham,i wud never mind if u dont miss me or if u dont need me.. but u wil really hurt me wen u need me &amp; u dont tell me......... take care:-)
Whats the staff name who is taking class for us?,ham,whats the staff name who is taking class for us?
Stupid.its not possible,ham,stupid.its not possible
Hey check it da. I have listed da.,ham,hey check it da. i have listed da.
"Probably gonna be here for a while, see you later tonight &lt;)",ham,"probably gonna be here for a while, see you later tonight &lt;)"
As a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,as a registered optin subscriber ur draw 4 å£100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts
Just normal only here :),ham,just normal only here :)
On the way to office da..,ham,on the way to office da..
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com
Have you started in skye,ham,have you started in skye
\Hey j! r u feeling any better,ham,\hey j! r u feeling any better
Wait 2 min..stand at bus stop,ham,wait 2 min..stand at bus stop
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam,"dear voucher holder, 2 claim this weeks offer, at your pc go to http://www.e-tlp.co.uk/expressoffer ts&cs apply.2 stop texts txt stop to 80062."
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,"argh my 3g is spotty, anyway the only thing i remember from the research we did was that province and sterling were the only problem-free places we looked at"
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,ham,actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,ham,1. tension face 2. smiling face 3. waste face 4. innocent face 5.terror face 6.cruel face 7.romantic face 8.lovable face 9.decent face &lt;#&gt; .joker face.
I can do that! I want to please you both inside and outside the bedroom...,ham,i can do that! i want to please you both inside and outside the bedroom...
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",spam,"1000's flirting now! txt girl or bloke & ur name & age, eg girl zoe 18 to 8007 to join and get chatting!"
I can send you a pic if you like :),ham,i can send you a pic if you like :)
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,spam,enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only help? call: 09701213186
"That's cool he'll be here all night, lemme know when you're around",ham,"that's cool he'll be here all night, lemme know when you're around"
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,ham,the 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt; worth tonight if possible
U calling me right? Call my hand phone...,ham,u calling me right? call my hand phone...
Delhi and chennai still silent.,ham,delhi and chennai still silent.
I want to see your pretty pussy...,ham,i want to see your pretty pussy...
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,spam,dont forget you can place as many free requests with 1stchoice.co.uk as you wish. for more information call 08707808226.
ÌÏ ready then call me...,ham,ìï ready then call me...
U can call now...,ham,u can call now...
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,ham,no i'm in the same boat. still here at my moms. check me out on yo. i'm half naked.
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,ham,same as u... dun wan... y u dun like me already ah... wat u doing now? still eating?
Am in film ill call you later.,ham,am in film ill call you later.
I want to be inside you every night...,ham,i want to be inside you every night...
Jesus armand really is trying to tell everybody he can find,ham,jesus armand really is trying to tell everybody he can find
what are your new years plans?,ham,what are your new years plans?
I'm in a movie. Call me 4 wat?,ham,i'm in a movie. call me 4 wat?
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam,"your account has been credited with 500 free text messages. to activate, just txt the word: credit to no: 80488 t&cs www.80488.biz"
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,ham,yes. they replied my mail. i'm going to the management office later. plus will in to bank later also.or on wednesday.
Po de :-):):-):-):-). No need job aha.,ham,po de :-):):-):-):-). no need job aha.
This is my number by vivek..,ham,this is my number by vivek..
"I call you later, don't have network. If urgnt, sms me.",ham,"i call you later, don't have network. if urgnt, sms me."
Hey leave it. not a big deal:-) take care.,ham,hey leave it. not a big deal:-) take care.
"I'm in solihull, | do you want anything?",ham,"i'm in solihull, | do you want anything?"
You want to go? ,ham,you want to go?
How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),spam,how about getting in touch with folks waiting for company? just txt back your name and age to opt in! enjoy the community (150p/sms)
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham,how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",ham,"hey sweet, i was wondering when you had a moment if you might come to me ? i want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? could you tell me how to do that ? or do you know some other way to download big files ? because they can download stuff directly from the internet. any help would be great, my prey ... *teasing kiss*"
Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,ham,oh yes i can speak txt 2 u no! hmm. did u get email?
"Hi Chikku, send some nice msgs",ham,"hi chikku, send some nice msgs"
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham,a pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. so catch the world with your smile..:) goodmorning &amp; have a smiley sunday..:)
I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham,i to am looking forward to all the sex cuddling.. only two more sleeps
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham,"no dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs.."
aathi..where are you dear..,ham,aathi..where are you dear..
U're welcome... Caught u using broken english again...,ham,u're welcome... caught u using broken english again...
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",spam,"this is the 2nd time we have tried to contact u. u have won the å£400 prize. 2 claim is easy, just call 087104711148 now! only 10p per minute. bt-national-rate"
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,ham,got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.
"I didnt get ur full msg..sometext is missing, send it again",ham,"i didnt get ur full msg..sometext is missing, send it again"
Ok then u tell me wat time u coming later lor.,ham,ok then u tell me wat time u coming later lor.
You have 1 new voicemail. Please call 08719181503,spam,you have 1 new voicemail. please call 08719181503
I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,ham,i jokin oni lar.. ìï busy then i wun disturb ì_.
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,usually the body takes care of it buy making sure it doesnt progress. can we pls continue this talk on saturday.
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,ham,okay lor... will they still let us go a not ah? coz they will not know until later. we drop our cards into the box right?
That's the way you should stay oh.,ham,that's the way you should stay oh.
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam,free for 1st week! no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www.getzed.co.uk pobox 36504 w45wq norm150p/tone 16+
"Sorry, I'll call later",ham,"sorry, i'll call later"
Thank you baby! I cant wait to taste the real thing...,ham,thank you baby! i cant wait to taste the real thing...
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam,jamster! to get your free wallpaper text heart to 88888 now! t&c apply. 16 only. need help? call 08701213186.
Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,spam,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call 09061104283 ts&cs www.smsco.net å£1.50pm approx 3mins
Ok... Then r we meeting later?,ham,ok... then r we meeting later?
That's y i said it's bad dat all e gals know u... Wat u doing now?,ham,that's y i said it's bad dat all e gals know u... wat u doing now?
"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""",spam,"\urgent! this is the 2nd attempt to contact u!u have won å£1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. maxå£7. 50\"""""
K do I need a login or anything,ham,k do i need a login or anything
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,ur tonexs subscription has been renewed and you have been charged å£4.50. you can choose 10 more polys this month. www.clubzed.co.uk *billing msg*
Watching tv now. I got new job :),ham,watching tv now. i got new job :)
He is there. You call and meet him,ham,he is there. you call and meet him
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham,i wish that i was with you. holding you tightly. making you see how important you are. how much you mean to me ... how much i need you ... in my life ...
Thats cool. i liked your photos. You are very sexy!,ham,thats cool. i liked your photos. you are very sexy!
As if i wasn't having enough trouble sleeping.,ham,as if i wasn't having enough trouble sleeping.
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham,watching tv lor... y she so funny we bluff her 4 wat. izzit because she thk it's impossible between us?
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",ham,"fran i decided 2 go n e way im completely broke an knackered i got up bout 3 c u 2mrw love janx p.s this is my dads fone, -no credit"
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,ham,pls what's the full name of joke's school cos fees in university of florida seem to actually be &lt;#&gt; k. pls holla back
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,ham,lol i have to take it. member how i said my aunt flow didn't visit for 6 months? it's cause i developed ovarian cysts. bc is the only way to shrink them.
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,ham,the message sent is askin for &lt;#&gt; dollars. shoul i pay &lt;#&gt; or &lt;#&gt; ?
And miss vday the parachute and double coins??? U must not know me very well...,ham,and miss vday the parachute and double coins??? u must not know me very well...
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam,bored housewives! chat n date now! 0871750.77.11! bt-national rate 10p/min only from landlines!
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham,"i met you as a stranger and choose you as my friend. as long as the world stands, our friendship never ends. lets be friends forever!!! gud nitz..."
Company is very good.environment is terrific and food is really nice:),ham,company is very good.environment is terrific and food is really nice:)
No problem. How are you doing?,ham,no problem. how are you doing?
